layer,unit,summary
layer4,1440,"lotion in a picture, graphic design on a package, a bird on a log, perfume, a women with a tattoo wearing a talkto"
layer4,1440,fragrances
layer4,1440,two items that are connected
layer1,77,white areas on animals
layer1,77,white clouds and sea animals
layer1,77,some white spots
layer3,419,"a birds beak, left of a church window, a dogs ears, maw of an animal"
layer3,419,light colored spots on animals ears and buildings
layer3,419,face of animal
layer3,584,poles and animal legs
layer3,584,birds
layer3,584,a tube shape
layer3,917,screens and trucks
layer3,917,computer monitors
layer3,917,the bottoms of items
layer4,1549,"toilet, food"
layer4,1549,"food, puzzles, and circular objects"
layer4,1549,"food, puzzle"
layer4,1787,"a bottle of water, a cup someone is holding, a kid is holding a hippie cup. a kid playing pingpong"
layer4,1787,two items that are connected
layer4,1787,"animal, person"
layer2,126,"space above the fence of a plant, barber shop poles, aquatic life, projected, a person standing on the beach"
layer2,126,blue areas and white skin
layer2,126,specific patterns
layer2,430,spots on the top of a taxi cab
layer2,430,dots on curved objects
layer2,430,these spots are part one color and part another
layer4,353,animals and sticks
layer4,353,bugs
layer4,353,green areas in picture
layer4,130,"people; hands and straight, white lines"
layer4,130,reflective surfaces
layer4,130,these reports of rectangular objects
layer4,1643,"a kid playing on a chain link fence, a truck going down a road, a old pho with tractors, a man making poetry"
layer4,1643,"animals, cookware and vehicles"
layer4,1643,objects in the foreground of a black and white image
layer4,1001,"animals, produce and furniture"
layer4,1001,bugs
layer4,1001,"people, bugs, insects, snakes, and vegetables"
layer1,78,"text on the back of a shirt, text on the front of a car, text on a front of a hat, between the spaces of a zebra"
layer1,78,black and white stripes
layer1,78,patterns on objects
layer3,480,wings of birds
layer3,480,the corner of rounded areas
layer3,480,lighter areas
layer3,588,animal ears and shirts and mirror reflections
layer3,588,dog ears
layer3,588,ears on dogs
layer4,575,"fences, containers and buildings"
layer4,575,objects with repeating lines
layer4,575,building siding
layer4,1064,"insects, a bird in the grass, a a dog posing for a picture, cows in a field"
layer4,1064,animals and boats
layer4,1064,black and white patterns
layer3,365,"dogs going a certain direction, a chicken"
layer3,365,fur
layer3,365,places with fur
layer3,386,white area above an image's focus
layer3,386,backgrounds around the object
layer3,386,dogs and other animals
layer4,226,animals and circular objects
layer4,226,tires
layer4,226,hands and wrists of people working on things
layer3,682,bird and lizard heads
layer3,682,lizard eyes
layer3,682,lizards
layer4,1467,"ballons by a door, a vase, toilet paper, a chainlink fence, nails"
layer4,1467,small balls
layer4,1467,rounded items
layer4,1641,"weights, barrel, a sign"
layer4,1641,"weights, dogs and ceramics"
layer4,1641,two items together
layer1,50,"a dog in the pavement, a bunny through a cage, an hourglass on a flat surface, sharks in the water, a volleyball, a cat wearing ears"
layer1,50,lines outlining a object
layer1,50,words and accents on different objects
layer3,1009,bodies of bugs and other round objects
layer3,1009,bugs and pearls that are shiny in nature
layer3,1009,round things
layer4,47,people and animals
layer4,47,shoulders of humans
layer4,47,rounded edges in pictures
layer3,959,areas around the object
layer3,959,neck braces
layer3,959,the background of main objects
layer4,639,objects sitting on the ground
layer4,639,"animals, bowls and wheels"
layer4,639,items that are rounded
layer4,1757,"women's shirt, women serving food, women's shirt, kid, cartoon on a magazine, man next to toilet paper"
layer4,1757,people
layer4,1757,white robes
layer4,1931,objects that are red
layer4,1931,red and black cushions and animals
layer4,1931,red areas in picture
layer2,334,text on a package of paper tools
layer2,334,diagonal and curved lines outlining a object
layer2,334,"logo, animal, food"
layer1,225,dots outlining objects
layer1,225,red and black lettering
layer1,225,bottom loops of text
layer3,1023,patches of white
layer3,1023,spots of the color white
layer3,1023,human faces
layer4,227,hands
layer4,227,hands of humans
layer4,227,"person, hand, bottle, food, animal"
layer4,821,vehicles and balls
layer4,821,object with round edges
layer4,821,below objects
layer4,682,crowds
layer4,682,people and penguins
layer4,682,people and penguins
layer4,1735,"a spider, left side of a tree, a beetle on therans, a zebra's ear"
layer4,1735,textured areas
layer4,1735,sides
layer3,283,horns of animals
layer3,283,horns of animals
layer3,283,the face
layer3,23,beaks and eyes of birds
layer3,23,eyes of different birds
layer3,23,bird eyes
layer3,810,"people, fruit and furniture"
layer3,810,shaggy brown dogs
layer3,810,"insect, animal, food, fruit, mountain"
layer4,282,"animals, arches and vehicles"
layer4,282,curved hooks
layer4,282,"tie, lock, hair dryer, saw, structure"
layer4,1320,birds and pale backgrounds
layer4,1320,"birds on the snow, person writing text on a  sign, monkey"
layer4,1320,white objects and backgrounds
layer4,1619,"farm house, window, pill tablets"
layer4,1619,"animals, buildings and poles"
layer4,1619,items with straight features
layer3,230,the lovely faces of dogs
layer3,230,animal eyes
layer3,230,eyes
layer3,984,objects with many stripes
layer3,984,"radiator, person, hand, hair, cologne"
layer3,984,similar patterns
layer4,35,roofs and balls
layer4,35,eggs
layer4,35,balls or a diagonal line
layer4,1152,animals and cords
layer4,1152,necks and string material
layer4,1152,circular items
layer4,674,"a keychain, a pistol in a holster, a spear that went through a shark's mouth, bracelet around a dog's neck"
layer4,674,"keychain, leashes and firearms"
layer4,674,chains
layer4,2009,"thumb ,sapce around a bird, thumb, fox fur"
layer4,2009,curved items
layer4,2009,"animal, nature, person"
layer3,210,"a shirt of a women wearing a blouse, a design on a cup, a person with binoculars, a person with a camera"
layer3,210,have orange in them
layer3,210,the people have collars on their shirts
layer2,213,green scales
layer2,213,grass and fences
layer2,213,green grass
layer2,268,repeating grid and honeycomb patterns
layer2,268,objects that have holes in them
layer2,268,honeycomb-like areas
layer4,1248,"a ad player, a dog, a monkey, a tablet, a remote control"
layer4,1248,"animals, electronics and bells"
layer4,1248,objects containing brown and grey
layer4,1272,"a ballon, food someone is eathing, a dog a girl is holding, a vase, a plant"
layer4,1272,areas with brown hues
layer4,1272,similar color patterns
layer4,1799,"a bowl on the beach, a bird, an insect, a face of adog. a pot of food"
layer4,1799,round or curved objects
layer4,1799,the center of items
layer1,136,"a speedometer, a guitar pick in some string, kid plays baseball, adog, a bonded shack, a typewriter"
layer1,136,"animal, gauge"
layer1,136,face of the people
layer3,95,dog noses
layer3,95,animal noses or spindles
layer3,95,rods and people holding them
layer3,540,circles and beaks
layer3,540,round tops of objects
layer3,540,"jewelry, fruit, food, fish, flag, grass"
layer4,551,"wooden objects, animals, vehicles, and produce"
layer4,551,people and animal body parts
layer4,551,"beans, go kart, animal, desk, ship"
layer4,1006,"beauty products, electronics and benches"
layer4,1006,"white, rectangular objects"
layer4,1006,white objects
layer4,1796,animals and circular objects
layer4,1796,animals and a couple people
layer4,1796,areas with curved items
layer2,209,green areas on an object or animal
layer2,209,red tops of birds
layer2,209,red areas in picture
layer2,196,spots of the color white
layer2,196,pale areas of subjects background
layer2,196,brown dogs
layer3,958,the striped parts of animals
layer3,958,yellow butterflies
layer3,958,similar patterns
layer3,937,the areas above a animal
layer3,937,area above an animal
layer3,937,grassy areas
layer4,1810,objects with pointed features
layer4,1810,show faces
layer4,1810,front of objects
layer4,1134,"formation, food, bird"
layer4,1134,"food, grass, rocks and buses"
layer4,1134,the edges of items
layer1,9,letters a atop a bakery sign
layer1,9,black and white lines
layer1,9,pieces  of white on striped areas
layer1,143,"a wine glass, a dog riding a ride meant for a kid"
layer1,143,text
layer1,143,words and letters
layer3,593,outlines of vertical objects
layer3,593,the sides of rectangular objects
layer3,593,edges of objects
layer4,66,animals and lights
layer4,66,objects that resemble faces
layer4,66,dogs
layer4,636,"man's shirt, kid and his dog, women, two women sitting in a car"
layer4,636,human faces
layer4,636,fronts
layer4,1014,pink items and chairs
layer4,1014,"{these are people, balls and furniture"
layer4,1014,brown chairs
layer4,1932,"animals, bench"
layer4,1932,animals and furniture
layer4,1932,regions above or below objects
layer2,349,words
layer2,349,letters
layer2,349,text
layer3,282,"dogs in the grass, a kid on a bench"
layer3,282,dogs and bugs
layer3,282,the top side of an animal that is crawling aound
layer4,80,"trees, words and animals"
layer4,80,ears of fluffy dogs
layer4,80,lined objects that move towards a center
layer4,188,animals and spherical objects
layer4,188,trees
layer4,188,animal and immediate vicinity
layer4,1191,animals and things with legs
layer4,1191,objects and backgrounds with lines
layer4,1191,things that are slated like an open chair back
layer4,1254,"a man holding barons, a man holding a guitar, a man lifting weights, a man holding an axe,bolts"
layer4,1254,circular objects
layer4,1254,items with rounded features
layer2,460,a lock around a chainlink fence
layer2,460,flowers and blue skies
layer2,460,brighter areas in objects
layer4,556,"animals, plants and fences"
layer4,556,green plants
layer4,556,"on or around long, straight items"
layer3,666,stripes
layer3,666,screws of different objects
layer3,666,"a variety of threaded objects and a necktie, coat sleeve, and creepy face"
layer4,1601,"a sewing machine, a"
layer4,1601,wooden objects and food
layer4,1601,the regions have items with curves
layer4,1847,"a sign with text, a bird in the background, a remote in hands, a crossword a kid is attempting"
layer4,1847,items with corners
layer4,1847,rounded edges in pictures
layer3,5,"space above a dogs head, space on the left and right side of a dog"
layer3,5,windows and edges of squares
layer3,5,brighter areas in objects
conv1,5,"a gas gage and fuel gage, a butterfly"
conv1,5,"pizza, gauge, flower, pinwheel"
conv1,5,colourful a 3 i picture
layer3,396,the chest and torsos of people
layer3,396,clothing being worn by people
layer3,396,articles of clothing
layer3,514,objects that are red
layer3,514,chairs
layer3,514,red areas in picture
layer4,489,people who are indoors and white
layer4,489,people
layer4,489,drinks
layer4,486,animals and food
layer4,486,textured surfaces
layer4,486,spiders
layer4,1623,animals
layer4,1623,animals
layer4,1623,"items with long, thin features"
layer4,1832,"a bird on the shelf, a snake in the grass, a dog in the grass, a car"
layer4,1832,boxes and animals
layer4,1832,angles
layer3,445,people playing string instruments
layer3,445,guitars and banjos
layer3,445,front of objects
layer3,948,dots and towers and crosses
layer3,948,skinny lines
layer3,948,small objects
layer3,688,"buoys in water, text on sunscreen, shampoo"
layer3,688,"round, cylindrical, objects"
layer3,688,designs
layer2,55,green backgrounds behind animals
layer2,55,curvatures on different animals
layer2,55,green areas in picture
